time,nb_dead_node,nb_package
1,0,350
101,0,350
201,0,350
301,0,350
401,0,350
501,0,350
601,0,350
701,0,350
801,0,350
901,0,350
1001,0,350
1101,0,350
1201,0,350
1301,0,350
1401,0,350
1501,0,350
1601,0,350
1701,0,350
1801,0,350
1901,0,350
2001,0,350
2101,0,350
2201,0,350
2301,0,350
2401,0,350
2501,0,350
2601,0,350
2701,0,350
2801,0,350
2901,0,350
3001,0,350
3101,0,350
3201,0,350
3301,0,350
3401,0,350
3501,0,350
3601,0,350
3701,0,350
3801,0,350
3901,0,350
4001,0,350
4101,0,350
4201,0,350
4301,0,350
4401,0,350
4501,0,350
4601,0,350
4701,0,350
4801,0,350
4901,0,350
5001,0,350
5101,0,350
5201,0,350
5301,0,350
5401,0,350
5501,0,350
5601,0,350
5701,0,350
5801,0,350
5901,0,350
6001,0,350
6101,0,350
6201,0,350
6301,0,350
6401,0,350
6501,0,350
6601,0,350
6701,0,350
6801,0,350
6901,0,350
7001,0,350
7101,0,350
7201,0,350
7301,0,350
7401,0,350
7501,0,350
7601,0,350
7701,0,350
7801,0,350
7901,0,350
8001,0,350
8101,0,350
8201,0,350
8301,0,350
8401,0,350
8501,0,350
8601,0,350
8701,0,350
8801,0,350
8901,0,350
9001,0,350
9101,0,350
9201,0,350
9301,0,350
9401,0,350
9501,0,350
9601,0,350
9701,0,350
9801,0,350
9901,0,350
10001,0,350
10101,0,350
10201,0,350
10301,0,350
10401,0,350
10501,0,350
10601,0,350
10701,0,350
10801,0,350
10901,0,350
11001,0,350
11101,0,350
11201,0,350
11301,0,350
11401,0,350
11501,0,350
11601,0,350
11701,0,350
11801,0,350
11901,0,350
12001,0,350
12101,0,350
12201,0,350
12301,0,350
12401,0,350
12501,0,350
12601,0,350
12701,0,350
12801,0,350
12901,0,350
13001,0,350
13101,0,350
13201,0,350
13301,0,350
13401,0,350
13501,0,350
13601,0,350
13701,0,350
13801,0,350
13901,0,350
14001,0,350
14101,0,350
14201,0,350
14301,0,350
14401,0,350
14501,0,350
14601,0,350
14701,0,350
14801,0,350
14901,0,350
15001,0,350
15101,0,350
15201,0,350
15301,0,350
15401,0,350
15501,0,350
15601,0,350
15701,0,350
15801,0,350
15901,0,350
16001,0,350
16101,0,350
16201,0,350
16301,0,350
16401,0,350
16501,0,350
16601,0,350
16701,0,350
16801,0,350
16901,0,350
17001,0,350
17101,0,350
17201,0,350
17301,0,350
17401,0,350
17501,0,350
17601,0,350
17701,0,350
17801,0,350
17901,0,350
18001,0,350
18101,0,350
18201,0,350
18301,0,350
18401,0,350
18501,0,350
18601,0,350
18701,0,350
18801,0,350
18901,0,350
19001,0,350
19101,0,350
19201,0,350
19301,0,350
19401,0,350
19501,0,350
19601,0,350
19701,0,350
19801,0,350
19901,0,350
20001,0,350
20101,0,350
20201,0,350
20301,0,350
20401,0,350
20501,0,350
20601,0,350
20701,0,350
20801,0,350
20901,0,350
21001,0,350
21101,0,350
21201,0,350
21301,0,350
21401,0,350
21501,0,350
21601,0,350
21701,0,350
21801,0,350
21901,0,350
22001,0,350
22101,0,350
22201,0,350
22301,0,350
22401,0,350
22501,0,350
22601,0,350
22701,0,350
22801,0,350
22901,0,350
23001,0,350
23101,0,350
23201,0,350
23301,0,350
23401,0,350
23501,0,350
23601,0,350
23701,0,350
23801,0,350
23901,0,350
24001,0,350
24101,0,350
24201,0,350
24301,0,350
24401,0,350
24501,0,350
24601,0,350
24701,0,350
24801,0,350
24901,0,350
25001,0,350
25101,0,350
25201,0,350
25301,0,350
25401,0,350
25501,0,350
25601,0,350
25701,0,350
25801,0,350
25901,0,350
26001,0,350
26101,0,350
26201,0,350
26301,0,350
26401,0,350
26501,0,350
26601,0,350
26701,0,350
26801,0,350
26901,0,350
27001,0,350
27101,0,350
27201,0,350
27301,0,350
27401,0,350
27501,0,350
27601,0,350
27701,0,350
27801,0,350
27901,0,350
28001,0,350
28101,0,350
28201,0,350
28301,0,350
28401,0,350
28501,0,350
28601,0,350
28701,0,350
28801,0,350
28901,0,350
29001,0,350
29101,0,350
29201,0,350
29301,0,350
29401,0,350
29501,0,350
29601,0,350
29701,0,350
29801,0,350
29901,0,350
30001,0,350
30101,0,350
30201,0,350
30301,0,350
30401,0,350
30501,0,350
30601,0,350
30701,0,350
30801,0,350
30901,0,350
31001,0,350
31101,0,350
31201,0,350
31301,0,350
31401,0,350
31501,0,350
31601,0,350
31701,0,350
31801,0,350
31901,0,350
32001,0,350
32101,0,350
32201,0,350
32301,0,350
32401,0,350
32501,0,350
32601,0,350
32701,0,350
32801,0,350
32901,0,350
33001,0,350
33101,0,350
33201,0,350
33301,0,350
33401,0,350
33501,0,350
33601,0,350
33701,0,350
33801,0,350
33901,0,350
34001,0,350
34101,0,350
34201,0,350
34301,0,350
34401,0,350
34501,0,350
34601,0,350
34701,0,350
34801,0,350
34901,0,350
35001,0,350
35101,0,350
35201,0,350
35301,0,350
35401,0,350
35501,0,350
35601,0,350
35701,0,350
35801,0,350
35901,0,350
36001,0,350
36101,0,350
36201,0,350
36301,0,350
36401,0,350
36501,0,350
36601,0,350
36701,0,350
36801,0,350
36901,0,350
37001,0,350
37101,0,350
37201,0,350
37301,0,350
37401,0,350
37501,0,350
37601,0,350
37701,0,350
37801,0,350
37901,0,350
38001,0,350
38101,0,350
38201,0,350
38301,0,350
38401,0,350
38501,0,350
38601,0,350
38701,0,350
38801,0,350
38901,0,350
39001,0,350
39101,0,350
39201,0,350
39301,0,350
39401,0,350
39501,0,350
39601,0,350
39701,0,350
39801,0,350
39901,0,350
40001,0,350
40101,0,350
40201,0,350
40301,0,350
40401,0,350
40501,0,350
40601,0,350
40701,0,350
40801,0,350
40901,0,350
41001,0,350
41101,0,350
41201,0,350
41301,0,350
41401,0,350
41501,0,350
41601,0,350
41701,0,350
41801,0,350
41901,0,350
42001,0,350
42101,0,350
42201,0,350
42301,0,350
42401,0,350
42501,0,350
42601,0,350
42701,0,350
42801,0,350
42901,0,350
43001,0,350
43101,0,350
43201,0,350
43301,0,350
43401,0,350
43501,0,350
43601,0,350
43701,0,350
43801,0,350
43901,0,350
44001,0,350
44101,0,350
44201,0,350
